,,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
245,0,0.349,0.127,8,-20.43,1,0.0401,0.945,0.834,0.106,0.0574,67.981,audio_features,6DkUtEi0XgqV8LmnbDVpna,spotify:track:6DkUtEi0XgqV8LmnbDVpna,https://api.spotify.com/v1/tracks/6DkUtEi0XgqV8LmnbDVpna,https://api.spotify.com/v1/audio-analysis/6DkUtEi0XgqV8LmnbDVpna,177353,4
246,0,0.444,0.058,2,-22.731,1,0.0367,0.76,0.882,0.117,0.132,140.059,audio_features,6OoZfXgh8Y6V869KQMVY4e,spotify:track:6OoZfXgh8Y6V869KQMVY4e,https://api.spotify.com/v1/tracks/6OoZfXgh8Y6V869KQMVY4e,https://api.spotify.com/v1/audio-analysis/6OoZfXgh8Y6V869KQMVY4e,156429,3
247,0,0.274,0.154,2,-14.744,0,0.0417,0.971,0.93,0.109,0.043,130.364,audio_features,2C0yGv2SPRTfb0O6FMIEb5,spotify:track:2C0yGv2SPRTfb0O6FMIEb5,https://api.spotify.com/v1/tracks/2C0yGv2SPRTfb0O6FMIEb5,https://api.spotify.com/v1/audio-analysis/2C0yGv2SPRTfb0O6FMIEb5,210584,3
248,0,0.157,0.0267,1,-28.212,1,0.0423,0.952,0.838,0.104,0.037,107.068,audio_features,05AuLszwgKMdiV9TQ7Y5zi,spotify:track:05AuLszwgKMdiV9TQ7Y5zi,https://api.spotify.com/v1/tracks/05AuLszwgKMdiV9TQ7Y5zi,https://api.spotify.com/v1/audio-analysis/05AuLszwgKMdiV9TQ7Y5zi,187307,4
249,0,0.298,0.204,9,-23.391,0,0.0338,0.971,0.899,0.116,0.163,77.491,audio_features,5bw8YBybhZA37RZKjZ2voM,spotify:track:5bw8YBybhZA37RZKjZ2voM,https://api.spotify.com/v1/tracks/5bw8YBybhZA37RZKjZ2voM,https://api.spotify.com/v1/audio-analysis/5bw8YBybhZA37RZKjZ2voM,237000,1
250,0,0.345,0.0574,7,-22.112,1,0.0366,0.872,0.862,0.112,0.052,116.54,audio_features,41GSq7PxoKXyXNsYNRDSkT,spotify:track:41GSq7PxoKXyXNsYNRDSkT,https://api.spotify.com/v1/tracks/41GSq7PxoKXyXNsYNRDSkT,https://api.spotify.com/v1/audio-analysis/41GSq7PxoKXyXNsYNRDSkT,174194,5
251,0,0.141,0.0282,7,-30.003,0,0.0454,0.98,0.906,0.104,0.0658,145.22,audio_features,5tY0sWgi6v0UEibwYjfWlL,spotify:track:5tY0sWgi6v0UEibwYjfWlL,https://api.spotify.com/v1/tracks/5tY0sWgi6v0UEibwYjfWlL,https://api.spotify.com/v1/audio-analysis/5tY0sWgi6v0UEibwYjfWlL,176391,3
252,0,0.188,0.183,0,-21.497,1,0.039,0.842,0.829,0.0888,0.039,84.593,audio_features,3qdcjaWIyUvivaO5lcpe0J,spotify:track:3qdcjaWIyUvivaO5lcpe0J,https://api.spotify.com/v1/tracks/3qdcjaWIyUvivaO5lcpe0J,https://api.spotify.com/v1/audio-analysis/3qdcjaWIyUvivaO5lcpe0J,144955,3
253,0,0.349,0.294,2,-16.478,1,0.0326,0.825,0.894,0.107,0.389,67.995,audio_features,3IIJBXhYKDDRk5UAaSSacY,spotify:track:3IIJBXhYKDDRk5UAaSSacY,https://api.spotify.com/v1/tracks/3IIJBXhYKDDRk5UAaSSacY,https://api.spotify.com/v1/audio-analysis/3IIJBXhYKDDRk5UAaSSacY,165632,4
254,0,0.34,0.0843,2,-13.603,1,0.0337,0.848,0.614,0.14,0.161,83.618,audio_features,0PTqmbNYUtVviUHSVpcHhF,spotify:track:0PTqmbNYUtVviUHSVpcHhF,https://api.spotify.com/v1/tracks/0PTqmbNYUtVviUHSVpcHhF,https://api.spotify.com/v1/audio-analysis/0PTqmbNYUtVviUHSVpcHhF,186471,4
255,0,0.217,0.141,11,-19.913,0,0.0369,0.968,0.835,0.111,0.0732,117.029,audio_features,7q9ehvNtDAyhFFD7w9L4yo,spotify:track:7q9ehvNtDAyhFFD7w9L4yo,https://api.spotify.com/v1/tracks/7q9ehvNtDAyhFFD7w9L4yo,https://api.spotify.com/v1/audio-analysis/7q9ehvNtDAyhFFD7w9L4yo,211212,4
256,0,0.163,0.0273,3,-25.694,1,0.0444,0.905,0.974,0.112,0.0698,129.981,audio_features,67hrn4W0iAgUWwkVpmplTW,spotify:track:67hrn4W0iAgUWwkVpmplTW,https://api.spotify.com/v1/tracks/67hrn4W0iAgUWwkVpmplTW,https://api.spotify.com/v1/audio-analysis/67hrn4W0iAgUWwkVpmplTW,120303,4
257,0,0.261,0.0257,1,-25.711,1,0.0406,0.956,0.878,0.111,0.0795,72.323,audio_features,6nx6oC4HgnZOxC4dgsPiIU,spotify:track:6nx6oC4HgnZOxC4dgsPiIU,https://api.spotify.com/v1/tracks/6nx6oC4HgnZOxC4dgsPiIU,https://api.spotify.com/v1/audio-analysis/6nx6oC4HgnZOxC4dgsPiIU,158424,5
258,0,0.207,0.17,0,-21.361,1,0.0393,0.964,0.955,0.124,0.0359,93.356,audio_features,1sab9eLTbZCDOHxFAnO00e,spotify:track:1sab9eLTbZCDOHxFAnO00e,https://api.spotify.com/v1/tracks/1sab9eLTbZCDOHxFAnO00e,https://api.spotify.com/v1/audio-analysis/1sab9eLTbZCDOHxFAnO00e,188214,4
259,0,0.18,0.18,1,-22.439,1,0.0324,0.917,0.94,0.112,0.0713,64.105,audio_features,1h7XRTgZYY0TYDjYDnLfju,spotify:track:1h7XRTgZYY0TYDjYDnLfju,https://api.spotify.com/v1/tracks/1h7XRTgZYY0TYDjYDnLfju,https://api.spotify.com/v1/audio-analysis/1h7XRTgZYY0TYDjYDnLfju,141581,4
260,0,0.573,0.19,1,-8.549,0,0.0425,0.408,0.85,0.131,0.0391,180.048,audio_features,44McOkwrQvgCzDxd5NZV6a,spotify:track:44McOkwrQvgCzDxd5NZV6a,https://api.spotify.com/v1/tracks/44McOkwrQvgCzDxd5NZV6a,https://api.spotify.com/v1/audio-analysis/44McOkwrQvgCzDxd5NZV6a,241227,4
261,0,0.0611,0.144,7,-20.203,0,0.0499,0.661,0.897,0.112,0.0352,66.586,audio_features,35i1Xb0oSslrXF1KT51IdK,spotify:track:35i1Xb0oSslrXF1KT51IdK,https://api.spotify.com/v1/tracks/35i1Xb0oSslrXF1KT51IdK,https://api.spotify.com/v1/audio-analysis/35i1Xb0oSslrXF1KT51IdK,202500,4
262,0,0.151,0.224,4,-17.596,1,0.0415,0.981,0.971,0.114,0.0362,69.421,audio_features,4BoKls3fZWdNJLgpoG8xcM,spotify:track:4BoKls3fZWdNJLgpoG8xcM,https://api.spotify.com/v1/tracks/4BoKls3fZWdNJLgpoG8xcM,https://api.spotify.com/v1/audio-analysis/4BoKls3fZWdNJLgpoG8xcM,145293,4
263,0,0.193,0.0274,5,-31.528,1,0.0408,0.538,0.816,0.119,0.0472,79.823,audio_features,02hFekfpXLbeoBIdCEgbBc,spotify:track:02hFekfpXLbeoBIdCEgbBc,https://api.spotify.com/v1/tracks/02hFekfpXLbeoBIdCEgbBc,https://api.spotify.com/v1/audio-analysis/02hFekfpXLbeoBIdCEgbBc,228000,3
264,0,0.203,0.0247,2,-27.602,1,0.0367,0.958,0.798,0.0759,0.0398,76.907,audio_features,4BF3edqOaAcQiavsuigQq9,spotify:track:4BF3edqOaAcQiavsuigQq9,https://api.spotify.com/v1/tracks/4BF3edqOaAcQiavsuigQq9,https://api.spotify.com/v1/audio-analysis/4BF3edqOaAcQiavsuigQq9,187636,4
265,0,0.174,0.00449,6,-37.192,1,0.0387,0.99,0.934,0.0848,0.0581,67.42,audio_features,0RIJAaogvQkeFuZVPhYlma,spotify:track:0RIJAaogvQkeFuZVPhYlma,https://api.spotify.com/v1/tracks/0RIJAaogvQkeFuZVPhYlma,https://api.spotify.com/v1/audio-analysis/0RIJAaogvQkeFuZVPhYlma,227668,5
266,0,0.324,0.0413,9,-21.597,0,0.035,0.882,0.815,0.107,0.0315,97.902,audio_features,2RFKUV4kldNDEYE3RkNtpE,spotify:track:2RFKUV4kldNDEYE3RkNtpE,https://api.spotify.com/v1/tracks/2RFKUV4kldNDEYE3RkNtpE,https://api.spotify.com/v1/audio-analysis/2RFKUV4kldNDEYE3RkNtpE,166000,4
267,0,0.0657,0.0739,3,-20.907,0,0.0454,0.992,0.934,0.119,0.0358,57.31,audio_features,0AXQFmU88hVhan5teKTPl5,spotify:track:0AXQFmU88hVhan5teKTPl5,https://api.spotify.com/v1/tracks/0AXQFmU88hVhan5teKTPl5,https://api.spotify.com/v1/audio-analysis/0AXQFmU88hVhan5teKTPl5,220446,4
268,0,0.0797,0.032,5,-28.533,1,0.0464,0.968,0.977,0.364,0.0715,62.399,audio_features,37bWNUTzhM1DvYyOEXY0rC,spotify:track:37bWNUTzhM1DvYyOEXY0rC,https://api.spotify.com/v1/tracks/37bWNUTzhM1DvYyOEXY0rC,https://api.spotify.com/v1/audio-analysis/37bWNUTzhM1DvYyOEXY0rC,226364,4
269,0,0.203,0.0278,10,-28.265,1,0.0462,0.933,0.877,0.0983,0.0375,141.46,audio_features,32HG8Lvryuz8NCQQW0YO46,spotify:track:32HG8Lvryuz8NCQQW0YO46,https://api.spotify.com/v1/tracks/32HG8Lvryuz8NCQQW0YO46,https://api.spotify.com/v1/audio-analysis/32HG8Lvryuz8NCQQW0YO46,132307,5
270,0,0.145,0.0861,3,-25.962,1,0.0494,0.78,0.681,0.111,0.0365,77.576,audio_features,2R0jJNaZzXUklvrjpbRS66,spotify:track:2R0jJNaZzXUklvrjpbRS66,https://api.spotify.com/v1/tracks/2R0jJNaZzXUklvrjpbRS66,https://api.spotify.com/v1/audio-analysis/2R0jJNaZzXUklvrjpbRS66,180822,4
271,0,0.254,0.333,3,-16.051,1,0.0526,0.884,0.94,0.122,0.0392,137.801,audio_features,2LCJEUpAFLETtWCCcA4VKv,spotify:track:2LCJEUpAFLETtWCCcA4VKv,https://api.spotify.com/v1/tracks/2LCJEUpAFLETtWCCcA4VKv,https://api.spotify.com/v1/audio-analysis/2LCJEUpAFLETtWCCcA4VKv,230769,5
272,0,0.225,0.215,0,-17.989,1,0.0374,0.918,0.896,0.113,0.0357,69.781,audio_features,6xIl1x7mWago7qpDn5tKfA,spotify:track:6xIl1x7mWago7qpDn5tKfA,https://api.spotify.com/v1/tracks/6xIl1x7mWago7qpDn5tKfA,https://api.spotify.com/v1/audio-analysis/6xIl1x7mWago7qpDn5tKfA,165000,4
273,0,0.507,0.0645,0,-24.972,1,0.0307,0.955,0.926,0.0898,0.0382,100.983,audio_features,3nfo4XNg7pyQLmHppIRANv,spotify:track:3nfo4XNg7pyQLmHppIRANv,https://api.spotify.com/v1/tracks/3nfo4XNg7pyQLmHppIRANv,https://api.spotify.com/v1/audio-analysis/3nfo4XNg7pyQLmHppIRANv,252006,4
274,0,0.284,0.179,4,-17.185,1,0.0392,0.852,0.941,0.115,0.0357,129.875,audio_features,7EOou80jtKNv4t6P5ZYp1h,spotify:track:7EOou80jtKNv4t6P5ZYp1h,https://api.spotify.com/v1/tracks/7EOou80jtKNv4t6P5ZYp1h,https://api.spotify.com/v1/audio-analysis/7EOou80jtKNv4t6P5ZYp1h,230323,4
275,0,0.0929,0.0455,0,-24.381,1,0.0469,0.962,0.967,0.108,0.0338,165.182,audio_features,3fPDwXNYVnj3ROLieCtOGR,spotify:track:3fPDwXNYVnj3ROLieCtOGR,https://api.spotify.com/v1/tracks/3fPDwXNYVnj3ROLieCtOGR,https://api.spotify.com/v1/audio-analysis/3fPDwXNYVnj3ROLieCtOGR,196667,4
276,0,0.193,0.0453,7,-26.219,1,0.0577,0.952,0.961,0.104,0.119,67.675,audio_features,55EbjQa4Th0gmzKQdSnMrw,spotify:track:55EbjQa4Th0gmzKQdSnMrw,https://api.spotify.com/v1/tracks/55EbjQa4Th0gmzKQdSnMrw,https://api.spotify.com/v1/audio-analysis/55EbjQa4Th0gmzKQdSnMrw,247258,4
277,0,0.0845,0.161,8,-21.986,1,0.0484,0.789,0.685,0.0767,0.0339,47.714,audio_features,5qndjKZTvJBodDiHSPFo55,spotify:track:5qndjKZTvJBodDiHSPFo55,https://api.spotify.com/v1/tracks/5qndjKZTvJBodDiHSPFo55,https://api.spotify.com/v1/audio-analysis/5qndjKZTvJBodDiHSPFo55,189025,4
278,0,0.249,0.408,0,-11.078,1,0.0322,0.916,0.838,0.226,0.052,77.922,audio_features,5OxLsoveEfCtK2M3CuqCd7,spotify:track:5OxLsoveEfCtK2M3CuqCd7,https://api.spotify.com/v1/tracks/5OxLsoveEfCtK2M3CuqCd7,https://api.spotify.com/v1/audio-analysis/5OxLsoveEfCtK2M3CuqCd7,250934,4
279,0,0.12,0.0585,3,-27.623,1,0.0383,0.696,0.939,0.11,0.0397,78.662,audio_features,1aa3A3F6b5FZFtXAhtrybK,spotify:track:1aa3A3F6b5FZFtXAhtrybK,https://api.spotify.com/v1/tracks/1aa3A3F6b5FZFtXAhtrybK,https://api.spotify.com/v1/audio-analysis/1aa3A3F6b5FZFtXAhtrybK,184642,5
280,0,0.082,0.0782,0,-22.579,1,0.0368,0.981,0.926,0.107,0.0369,76.787,audio_features,7BQDfK8Emfh80YJuvoGrb4,spotify:track:7BQDfK8Emfh80YJuvoGrb4,https://api.spotify.com/v1/tracks/7BQDfK8Emfh80YJuvoGrb4,https://api.spotify.com/v1/audio-analysis/7BQDfK8Emfh80YJuvoGrb4,160393,4
281,0,0.183,0.0225,8,-27.648,1,0.0387,0.9,0.939,0.114,0.0302,70.547,audio_features,1S7ulK4PlPK3KvOWrAq0PG,spotify:track:1S7ulK4PlPK3KvOWrAq0PG,https://api.spotify.com/v1/tracks/1S7ulK4PlPK3KvOWrAq0PG,https://api.spotify.com/v1/audio-analysis/1S7ulK4PlPK3KvOWrAq0PG,155172,4
282,0,0.453,0.187,2,-15.713,1,0.0292,0.976,0.934,0.0709,0.189,72.011,audio_features,2IrPTNvYOoR92JZoNz79N2,spotify:track:2IrPTNvYOoR92JZoNz79N2,https://api.spotify.com/v1/tracks/2IrPTNvYOoR92JZoNz79N2,https://api.spotify.com/v1/audio-analysis/2IrPTNvYOoR92JZoNz79N2,226543,4
283,0,0.258,0.179,7,-19.503,1,0.0392,0.937,0.975,0.202,0.0392,125.865,audio_features,4BSKw235eGI3usi9hVXv1n,spotify:track:4BSKw235eGI3usi9hVXv1n,https://api.spotify.com/v1/tracks/4BSKw235eGI3usi9hVXv1n,https://api.spotify.com/v1/audio-analysis/4BSKw235eGI3usi9hVXv1n,188185,4
284,0,0.223,0.00293,10,-40.279,1,0.04,0.987,0.938,0.0948,0.375,59.193,audio_features,1skdG0IokRBAJGHylNqMck,spotify:track:1skdG0IokRBAJGHylNqMck,https://api.spotify.com/v1/tracks/1skdG0IokRBAJGHylNqMck,https://api.spotify.com/v1/audio-analysis/1skdG0IokRBAJGHylNqMck,155000,4
285,0,0.243,0.123,8,-20.642,1,0.0421,0.976,0.879,0.176,0.0501,111.435,audio_features,5huIzPcRJkbL7UyyzViQPU,spotify:track:5huIzPcRJkbL7UyyzViQPU,https://api.spotify.com/v1/tracks/5huIzPcRJkbL7UyyzViQPU,https://api.spotify.com/v1/audio-analysis/5huIzPcRJkbL7UyyzViQPU,154246,3
286,0,0.211,0.0325,3,-21.59,0,0.0337,0.973,0.907,0.103,0.0486,160.992,audio_features,2kYSO6JCH0Nboi3QSOWhBe,spotify:track:2kYSO6JCH0Nboi3QSOWhBe,https://api.spotify.com/v1/tracks/2kYSO6JCH0Nboi3QSOWhBe,https://api.spotify.com/v1/audio-analysis/2kYSO6JCH0Nboi3QSOWhBe,183202,5
287,0,0.258,0.13,10,-23.926,0,0.0313,0.929,0.926,0.0834,0.0571,86.884,audio_features,4LEdXdGFciWWUD8vPfDGR3,spotify:track:4LEdXdGFciWWUD8vPfDGR3,https://api.spotify.com/v1/tracks/4LEdXdGFciWWUD8vPfDGR3,https://api.spotify.com/v1/audio-analysis/4LEdXdGFciWWUD8vPfDGR3,217931,4
288,0,0.182,0.114,0,-19.215,1,0.0348,0.974,0.964,0.205,0.18,69.665,audio_features,6uqlR64MywWP2zE0Dj5PlA,spotify:track:6uqlR64MywWP2zE0Dj5PlA,https://api.spotify.com/v1/tracks/6uqlR64MywWP2zE0Dj5PlA,https://api.spotify.com/v1/audio-analysis/6uqlR64MywWP2zE0Dj5PlA,183110,3
289,0,0.137,0.0704,9,-23.522,0,0.0417,0.967,0.974,0.072,0.0384,97.291,audio_features,6D5qSFnd0LUEXOi0iiHMXk,spotify:track:6D5qSFnd0LUEXOi0iiHMXk,https://api.spotify.com/v1/tracks/6D5qSFnd0LUEXOi0iiHMXk,https://api.spotify.com/v1/audio-analysis/6D5qSFnd0LUEXOi0iiHMXk,225600,3
290,0,0.201,0.00678,6,-30.609,0,0.0356,0.991,0.939,0.1,0.0581,74.852,audio_features,4WT82kpk9JXBnyN564LZS4,spotify:track:4WT82kpk9JXBnyN564LZS4,https://api.spotify.com/v1/tracks/4WT82kpk9JXBnyN564LZS4,https://api.spotify.com/v1/audio-analysis/4WT82kpk9JXBnyN564LZS4,199250,4
291,0,0.16,0.191,7,-19.722,1,0.037,0.983,0.937,0.108,0.126,82.926,audio_features,0Qp6bdPb0XxwGCW2TDzL9d,spotify:track:0Qp6bdPb0XxwGCW2TDzL9d,https://api.spotify.com/v1/tracks/0Qp6bdPb0XxwGCW2TDzL9d,https://api.spotify.com/v1/audio-analysis/0Qp6bdPb0XxwGCW2TDzL9d,141042,3
292,0,0.0609,0.214,0,-19.414,0,0.038,0.871,0.953,0.103,0.0776,64.521,audio_features,2lmMpvoIqZWWFBcKoQ8KSC,spotify:track:2lmMpvoIqZWWFBcKoQ8KSC,https://api.spotify.com/v1/tracks/2lmMpvoIqZWWFBcKoQ8KSC,https://api.spotify.com/v1/audio-analysis/2lmMpvoIqZWWFBcKoQ8KSC,239903,3
293,0,0.0991,0.182,0,-18.133,1,0.0327,0.972,0.945,0.105,0.0428,85.758,audio_features,0Y67hBf8raOl4JYVvohHR2,spotify:track:0Y67hBf8raOl4JYVvohHR2,https://api.spotify.com/v1/tracks/0Y67hBf8raOl4JYVvohHR2,https://api.spotify.com/v1/audio-analysis/0Y67hBf8raOl4JYVvohHR2,239625,3
294,0,0.355,0.0574,9,-24.443,0,0.0354,0.911,0.857,0.121,0.0388,69.955,audio_features,4M262QSLVozYRsirsA2kLz,spotify:track:4M262QSLVozYRsirsA2kLz,https://api.spotify.com/v1/tracks/4M262QSLVozYRsirsA2kLz,https://api.spotify.com/v1/audio-analysis/4M262QSLVozYRsirsA2kLz,183429,4
295,0,0.219,0.273,2,-17.448,1,0.0312,0.906,0.962,0.109,0.0394,79.609,audio_features,2QN55dmp583TNohDVITyfz,spotify:track:2QN55dmp583TNohDVITyfz,https://api.spotify.com/v1/tracks/2QN55dmp583TNohDVITyfz,https://api.spotify.com/v1/audio-analysis/2QN55dmp583TNohDVITyfz,158625,4
296,0,0.12,0.0436,4,-22.044,1,0.0383,0.79,0.889,0.112,0.0361,72.339,audio_features,30VnmNoXmeNMlDR6MxLP5U,spotify:track:30VnmNoXmeNMlDR6MxLP5U,https://api.spotify.com/v1/tracks/30VnmNoXmeNMlDR6MxLP5U,https://api.spotify.com/v1/audio-analysis/30VnmNoXmeNMlDR6MxLP5U,192793,4
297,0,0.142,0.0435,0,-24.7,1,0.0384,0.901,0.78,0.107,0.0348,141.552,audio_features,3ihG28Sd7TNFsUQ7pu7f7P,spotify:track:3ihG28Sd7TNFsUQ7pu7f7P,https://api.spotify.com/v1/tracks/3ihG28Sd7TNFsUQ7pu7f7P,https://api.spotify.com/v1/audio-analysis/3ihG28Sd7TNFsUQ7pu7f7P,205821,1
298,0,0.149,0.0707,0,-26.234,1,0.0372,0.906,0.83,0.132,0.0364,75.949,audio_features,4QPXwM90DJW5eQXTsfLKPc,spotify:track:4QPXwM90DJW5eQXTsfLKPc,https://api.spotify.com/v1/tracks/4QPXwM90DJW5eQXTsfLKPc,https://api.spotify.com/v1/audio-analysis/4QPXwM90DJW5eQXTsfLKPc,164250,4
299,0,0.235,0.0463,1,-25.388,1,0.0432,0.989,0.874,0.109,0.0369,64.552,audio_features,5GkkUUYaDllU29bE9OKkLI,spotify:track:5GkkUUYaDllU29bE9OKkLI,https://api.spotify.com/v1/tracks/5GkkUUYaDllU29bE9OKkLI,https://api.spotify.com/v1/audio-analysis/5GkkUUYaDllU29bE9OKkLI,111278,3
300,0,0.573,0.739,9,-5.455,1,0.0581,0.212,0.0,0.175,0.363,120.077,audio_features,4RVtBlHFKj51Ipvpfv5ER4,spotify:track:4RVtBlHFKj51Ipvpfv5ER4,https://api.spotify.com/v1/tracks/4RVtBlHFKj51Ipvpfv5ER4,https://api.spotify.com/v1/audio-analysis/4RVtBlHFKj51Ipvpfv5ER4,174062,4
301,0,0.79,0.746,9,-5.96,1,0.0502,0.241,0.0,0.316,0.538,124.971,audio_features,4raMIjIjMc8JohHth7l9lG,spotify:track:4raMIjIjMc8JohHth7l9lG,https://api.spotify.com/v1/tracks/4raMIjIjMc8JohHth7l9lG,https://api.spotify.com/v1/audio-analysis/4raMIjIjMc8JohHth7l9lG,212280,4
302,0,0.682,0.7,6,-5.591,1,0.0397,0.406,0.0,0.174,0.637,120.03,audio_features,7C1trmcQQ5n5RNy4l6ziCv,spotify:track:7C1trmcQQ5n5RNy4l6ziCv,https://api.spotify.com/v1/tracks/7C1trmcQQ5n5RNy4l6ziCv,https://api.spotify.com/v1/audio-analysis/7C1trmcQQ5n5RNy4l6ziCv,186878,4
303,0,0.675,0.899,9,-4.787,0,0.0391,0.0025,8.33e-05,0.298,0.344,123.034,audio_features,7x74XLYJqptDCmY4y3FaVh,spotify:track:7x74XLYJqptDCmY4y3FaVh,https://api.spotify.com/v1/tracks/7x74XLYJqptDCmY4y3FaVh,https://api.spotify.com/v1/audio-analysis/7x74XLYJqptDCmY4y3FaVh,179512,4
304,0,0.733,0.786,11,-7.494,1,0.0422,0.0931,0.0013,0.1,0.786,102.999,audio_features,4UuGBDjt8gLXsANZqZxMBz,spotify:track:4UuGBDjt8gLXsANZqZxMBz,https://api.spotify.com/v1/tracks/4UuGBDjt8gLXsANZqZxMBz,https://api.spotify.com/v1/audio-analysis/4UuGBDjt8gLXsANZqZxMBz,170893,4
305,0,0.59,0.677,0,-5.395,1,0.0577,0.00882,0.000147,0.157,0.304,184.573,audio_features,2B5ub9OB8rZj5PqvsAwrKo,spotify:track:2B5ub9OB8rZj5PqvsAwrKo,https://api.spotify.com/v1/tracks/2B5ub9OB8rZj5PqvsAwrKo,https://api.spotify.com/v1/audio-analysis/2B5ub9OB8rZj5PqvsAwrKo,174811,4
306,0,0.679,0.866,2,-3.754,1,0.0566,0.0337,0.0,0.0688,0.441,121.927,audio_features,6VP3410weACXiPCVLKSkOb,spotify:track:6VP3410weACXiPCVLKSkOb,https://api.spotify.com/v1/tracks/6VP3410weACXiPCVLKSkOb,https://api.spotify.com/v1/audio-analysis/6VP3410weACXiPCVLKSkOb,183934,4
307,0,0.671,0.752,6,-6.806,0,0.0304,0.0258,0.0,0.112,0.717,124.998,audio_features,59VDjcpB2I8psQasslQpdK,spotify:track:59VDjcpB2I8psQasslQpdK,https://api.spotify.com/v1/tracks/59VDjcpB2I8psQasslQpdK,https://api.spotify.com/v1/audio-analysis/59VDjcpB2I8psQasslQpdK,195080,4
308,0,0.729,0.788,10,-4.832,0,0.0908,0.0703,0.0,0.115,0.857,118.039,audio_features,3GYlQmwfBDo7imFyGPhrl7,spotify:track:3GYlQmwfBDo7imFyGPhrl7,https://api.spotify.com/v1/tracks/3GYlQmwfBDo7imFyGPhrl7,https://api.spotify.com/v1/audio-analysis/3GYlQmwfBDo7imFyGPhrl7,159536,4
309,0,0.638,0.75,1,-5.244,0,0.0754,0.0364,0.0,0.369,0.65,125.958,audio_features,31LLpb0q1phhd3sRxIsdLz,spotify:track:31LLpb0q1phhd3sRxIsdLz,https://api.spotify.com/v1/tracks/31LLpb0q1phhd3sRxIsdLz,https://api.spotify.com/v1/audio-analysis/31LLpb0q1phhd3sRxIsdLz,180952,4
310,0,0.614,0.921,2,-4.199,1,0.0625,0.0205,9.67e-06,0.119,0.427,127.964,audio_features,09sKH3nKtVZ6ovDReYRAu0,spotify:track:09sKH3nKtVZ6ovDReYRAu0,https://api.spotify.com/v1/tracks/09sKH3nKtVZ6ovDReYRAu0,https://api.spotify.com/v1/audio-analysis/09sKH3nKtVZ6ovDReYRAu0,207999,4
311,0,0.442,0.619,1,-5.28,1,0.0321,0.0841,0.0,0.0889,0.382,128.318,audio_features,0rohJsT6NWsThpukt0Xxdc,spotify:track:0rohJsT6NWsThpukt0Xxdc,https://api.spotify.com/v1/tracks/0rohJsT6NWsThpukt0Xxdc,https://api.spotify.com/v1/audio-analysis/0rohJsT6NWsThpukt0Xxdc,206279,4
312,0,0.818,0.773,8,-5.714,0,0.0579,0.0166,7.64e-06,0.377,0.878,122.016,audio_features,7GiozRoMk95aFl1WbrDdjX,spotify:track:7GiozRoMk95aFl1WbrDdjX,https://api.spotify.com/v1/tracks/7GiozRoMk95aFl1WbrDdjX,https://api.spotify.com/v1/audio-analysis/7GiozRoMk95aFl1WbrDdjX,143953,4
313,0,0.675,0.931,1,-3.432,0,0.0742,0.0794,2.33e-05,0.11,0.613,124.008,audio_features,1z1Hg7Vb0AhHDiEmnDE79l,spotify:track:1z1Hg7Vb0AhHDiEmnDE79l,https://api.spotify.com/v1/tracks/1z1Hg7Vb0AhHDiEmnDE79l,https://api.spotify.com/v1/audio-analysis/1z1Hg7Vb0AhHDiEmnDE79l,176616,4
314,0,0.733,0.718,4,-7.149,0,0.0376,0.0107,0.0102,0.33,0.206,122.993,audio_features,52Y5nYBQgqawttJxxtUv1e,spotify:track:52Y5nYBQgqawttJxxtUv1e,https://api.spotify.com/v1/tracks/52Y5nYBQgqawttJxxtUv1e,https://api.spotify.com/v1/audio-analysis/52Y5nYBQgqawttJxxtUv1e,176098,4
315,0,0.653,0.757,3,-3.642,1,0.0555,0.0997,0.0,0.242,0.233,128.015,audio_features,2aXA9aQfrqaOi1Wy3NfSZI,spotify:track:2aXA9aQfrqaOi1Wy3NfSZI,https://api.spotify.com/v1/tracks/2aXA9aQfrqaOi1Wy3NfSZI,https://api.spotify.com/v1/audio-analysis/2aXA9aQfrqaOi1Wy3NfSZI,204591,4
316,0,0.589,0.56,2,-7.148,0,0.0411,0.0887,0.0,0.0885,0.371,125.087,audio_features,5z0p4PtX0SxxeAdgTlHXe9,spotify:track:5z0p4PtX0SxxeAdgTlHXe9,https://api.spotify.com/v1/tracks/5z0p4PtX0SxxeAdgTlHXe9,https://api.spotify.com/v1/audio-analysis/5z0p4PtX0SxxeAdgTlHXe9,204428,4
317,0,0.64,0.89,8,-4.556,0,0.195,0.0595,3.44e-06,0.26,0.697,127.101,audio_features,3NJiiUeeDNxszTgl3gZUjK,spotify:track:3NJiiUeeDNxszTgl3gZUjK,https://api.spotify.com/v1/tracks/3NJiiUeeDNxszTgl3gZUjK,https://api.spotify.com/v1/audio-analysis/3NJiiUeeDNxszTgl3gZUjK,186142,4
318,0,0.542,0.903,4,-2.419,0,0.0434,0.0335,4.83e-06,0.111,0.367,127.936,audio_features,6b1RNvAcJjQH73eZO4BLAB,spotify:track:6b1RNvAcJjQH73eZO4BLAB,https://api.spotify.com/v1/tracks/6b1RNvAcJjQH73eZO4BLAB,https://api.spotify.com/v1/audio-analysis/6b1RNvAcJjQH73eZO4BLAB,207619,4
